ID,Name,Alignment,Gender,EyeColor,Species,HairColor,Publisher,SkinColor,Height,Weight
468,Monarch,good,Male,blue,-,White,DC Comics,-,193,90
491,Nightwing,good,Male,blue,Human,Black,DC Comics,-,178,79
505,Oracle,good,Female,blue,Human,Red,DC Comics,-,178,59
514,Penguin,bad,Male,blue,Human,Black,DC Comics,-,157,79
517,Phantom Girl,good,Female,blue,-,Black,DC Comics,-,168,54
521,Plastic Man,good,Male,blue,Human,Black,DC Comics,-,185,80
522,Plastique,bad,Female,blue,-,Red,DC Comics,-,168,55
523,Poison Ivy,bad,Female,green,Human,Red,DC Comics,green,168,50
525,Power Girl,good,Female,blue,Kryptonian,blond,DC Comics,-,180,81
529,Professor Zoom,bad,Male,blue,Human,Strawberry Blond,DC Comics,-,180,81
537,Question,good,Male,blue,Human,Blond,DC Comics,-,188,83
540,Ra's Al Ghul,bad,Male,green,Human,Grey,DC Comics,-,193,97
544,Raven,neutral,Female,indigo,Human,Black,DC Comics,-,165,50
545,Ray,good,Male,green,Human,Red,DC Comics,-,178,70
547,Red Arrow,good,Male,green,Human,Red,DC Comics,-,180,83
548,Red Hood,neutral,Male,blue,Human,Black,DC Comics,-,183,81
551,Red Robin,good,Male,blue,Human,Black,DC Comics,-,165,56
553,Red Tornado,good,Male,green,Android,No Hair,DC Comics,-,185,146
559,Rick Flag,bad,Male,blue,-,Brown,DC Comics,-,185,85
563,Robin,good,Male,blue,Human,Black,DC Comics,-,178,79
564,Robin II,good,Male,blue,Human,Red,DC Comics,-,183,101
565,Robin III,good,Male,blue,Human,Black,DC Comics,-,165,56
566,Robin V,good,Male,blue,Human,Black,DC Comics,-,137,38
571,Rorschach,good,Male,blue,Human,Red,DC Comics,-,168,63
578,Scarecrow,bad,Male,blue,Human,Brown,DC Comics,-,183,63
587,Shadow Lass,good,Female,black,Talokite,Black,DC Comics,blue,173,54
603,Sinestro,neutral,Male,black,Korugaran,Black,DC Comics,red,201,92
604,Siren,bad,Female,blue,Atlantean,Purple,DC Comics,-,175,72
611,Solomon Grundy,bad,Male,black,Zombie,White,DC Comics,-,279,437
613,Space Ghost,good,Male,-,Human,-,DC Comics,-,188,113
634,Starfire,good,Female,green,Tamaranean,Auburn,DC Comics,orange,193,71
635,Stargirl,good,Female,blue,Human,Blond,DC Comics,-,165,62
636,Static,good,Male,brown,Mutant,Black,DC Comics,-,170,63
637,Steel,good,Male,brown,-,No Hair,DC Comics,-,201,131
639,Steppenwolf,bad,Male,red,New God,Black,DC Comics,white,183,91
643,Superboy,good,Male,blue,-,Black,DC Comics,-,170,68
644,Superboy-Prime,bad,Male,blue,Kryptonian,Black / Blue,DC Comics,-,180,77
645,Supergirl,good,Female,blue,Kryptonian,Blond,DC Comics,-,165,54
646,Superman,good,Male,blue,Kryptonian,Black,DC Comics,-,191,101
659,The Comedian,neutral,Male,brown,Human,Black,DC Comics,-,188,101
676,Trickster,-,Male,blue,Human,Blond,DC Comics,-,183,81
678,Triplicate Girl,good,Female,purple,-,Brown,DC Comics,-,168,59
680,Two-Face,bad,Male,-,-,-,DC Comics,-,183,82
694,Vibe,good,Male,brown,Human,Black,DC Comics,-,178,71
701,Vixen,good,Female,amber,Human,Black,DC Comics,-,175,63
708,Warp,bad,Male,brown,-,Black,DC Comics,-,173,67
720,Wonder Girl,good,Female,blue,Demi-God,Blond,DC Comics,-,165,51
722,Wonder Woman,good,Female,blue,Amazon,Black,DC Comics,-,183,74
732,Zatanna,good,Female,blue,Human,Black,DC Comics,-,170,57
733,Zoom,bad,Male,red,-,Brown,DC Comics,-,185,81
